,Person
815,"प्रज्ञा लोखंडे
"
816,"राजीव गांधी
"
817,"विठ्ठल वाघ
"
818,"जॉनी लीवर
"
819,"वेंकटपती राजू
"
820,"जितेन्द्र
"
821,"राजा दिक्षित
"
822,"शिरीष चिटणीस
"
823,"किशोर कुमार
"
824,"राजीव नाईक
"
825,"अबे कुरुविला
"
826,"तारा भवाळकर
"
827,"लिओनार्ड डी. कैपरियो
"
828,"कोटा श्रीनिवास राव कोवन्डमानी
"
829,"अजीत वाडेकर
"
830,"मात्रिका प्रसाद कोइराला
"
831,"खालीद मसूद
"
832,"वसीम अकरम
"
